[01-Jun-2020 09:47:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 09:47:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 09:47:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 16:30:40 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 16:30:40 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 16:30:40 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 16:30:40 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 16:30:40 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 16:31:01 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 06:26:14 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 06:26:14 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 06:26:14 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 06:26:14 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 10:27:21 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 10:27:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 10:27:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 10:27:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 10:27:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[02-Jun-2020 10:56:01 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
